prompt	answer
горхийг	горхи <acc>
программыг	программ <acc>
бясалгалтай	бясалгал <com>
түгжрэлийг	түгжрэл <acc>
цавууны	цавуу <gen>
чийгээр	чийг <ins>
арслантай	арслан <com>
жанжныг	жанжин <acc>
сэвд	сэв <dat>
илэрхийллээ	илэрхийлэл <voc>
далайцад	далайц <dat>
байдлаас	байдал <abl>
гөрөөнөөс	гөрөө <abl>
зайг	зай <acc>
амьтай	амь <com>
товчлолоос	товчлол <abl>
асуудлаас	асуудал <abl>
сэрэмжлүүлгийг	сэрэмжлүүлэг <acc>
хамгаалагчид	хамгаалагч <dat>
амьсгалаас	амьсгал <abl>
ээлжээр	ээлж <ins>
хүндэтгэлээр	хүндэтгэл <ins>
түрээсээр	түрээс <ins>
мухлагтай	мухлаг <com>
эргэцүүллээр	эргэцүүлэл <ins>
уртрагаа	уртраг <voc>
хадгалалтаар	хадгалалт <ins>
гялгараар	гялгар <ins>
хуягийн	хуяг <gen>
оноогоор	оноо <ins>
үрлээ	үрэл <voc>
мөрөөдлөө	мөрөөдөл <voc>
зөвлөгөөнд	зөвлөгөөн <dat>
авсны	авс <gen>
бассейнаар	бассейн <ins>
радиатораа	радиатор <voc>
уурхайгаар	уурхай <ins>
дүнзэнд	дүнз <dat>
эрэмбээ	эрэмбэ <voc>
сүлжээнээс	сүлжээ <abl>
төглөөс	төгөл <abl>
түрүүний	түрүү <gen>
загасчинд	загасчин <dat>
үзүүлэнг	үзүүлэн <acc>
мөгөөрснөөс	мөгөөрс <abl>
бүлэгтэй	бүлэг <com>
хоногтой	хоног <com>
тууралтыг	тууралт <acc>
тавцангаас	тавцан <abl>
капсулыг	капсул <acc>
түүхтэй	түүх <com>
дахилтаар	дахилт <ins>
яншуйнаас	яншуй <abl>
жүржийг	жүрж <acc>
гацааг	гацаа <acc>
хариуцагчаас	хариуцагч <abl>
сүмээ	сүм <voc>
бухимдлын	бухимдал <gen>
өвөөгөөр	өвөө <ins>
дунгаас	дун <abl>
баримтаа	баримт <voc>
орцын	орц <gen>
сүлбэлдээний	сүлбэлдээн <gen>
клубтэй	клуб <com>
хуваагдалд	хуваагдал <dat>
зурлагад	зурлага <dat>
нимбэгийн	нимбэг <gen>
адилсалтай	адилсал <com>
долларын	доллар <gen>
дадлаас	дадал <abl>
бэртэлтээ	бэртэлт <voc>
нуураар	нуур <ins>
сэтгэгдлийг	сэтгэгдэл <acc>
байнаас	бай <abl>
дасгалжуулагчийг	дасгалжуулагч <acc>
хэрэгжилттэй	хэрэгжилт <com>
тармуураас	тармуур <abl>
боловсруулалттай	боловсруулалт <com>
шулмын	шулам <gen>
цэгт	цэг <dat>
сайжруулалтыг	сайжруулалт <acc>
дамтай	дам <com>
усанд	ус <dat>
хөөрлөөр	хөөрөл <ins>
хүчээр	хүч <ins>
зогсоолтой	зогсоол <com>
чадварын	чадвар <gen>
луйвраар	луйвар <ins>
янданг	яндан <acc>
дугуйн	дугуй <gen>
сэрвээнээс	сэрвээ <abl>
циркийг	цирк <acc>
жигшлээр	жигшил <ins>
зодооны	зодоон <gen>
маркетингаар	маркетинг <ins>
даяанчийн	даяанч <gen>
жишээгээр	жишээ <ins>
ихсээр	ихэс <ins>
үерхлээр	үерхэл <ins>
хөлгийг	хөлөг <acc>
өрцний	өрц <gen>
ботаникийн	ботаник <gen>
тэврэлтээр	тэврэлт <ins>
тамаар	там <ins>
дурсамжаар	дурсамж <ins>
аймгийн	аймаг <gen>
загасчлалд	загасчлал <dat>
хуримын	хурим <gen>
устгагчийн	устгагч <gen>
фашизмаар	фашизм <ins>
самаа	сам <voc>
өсгийтэй	өсгий <com>
шинжлэгчээр	шинжлэгч <ins>
оршлыг	оршил <acc>
байдлаар	байдал <ins>
зөрчлийг	зөрчил <acc>
тэнцэтгэлд	тэнцэтгэл <dat>
хормоо	хором <voc>
аритай	ари <com>
дээрмээс	дээрэм <abl>
шүвтрээ	шүвтэр <voc>
кофейноо	кофейн <voc>
геологио	геологи <voc>
галуугаа	галуу <voc>
хүлээстэй	хүлээс <com>
сэтгүүлээс	сэтгүүл <abl>
чиргүүлээ	чиргүүл <voc>
редакторыг	редактор <acc>
нөхрөөр	нөхөр <ins>
эрэмбэд	эрэмбэ <dat>
иргэнээр	иргэн <ins>
чуулгаар	чуулга <ins>
захианд	захиа <dat>
бэсрэгээс	бэсрэг <abl>
харьцуулалтай	харьцуулал <com>
сахлаас	сахал <abl>
өвдгөө	өвдөг <voc>
гадарт	гадар <dat>
бэлхүүстэй	бэлхүүс <com>
төлөөсөө	төлөөс <voc>
боржинд	боржин <dat>
гурвалын	гурвал <gen>
гаслангаар	гаслан <ins>
эрсдэлтэй	эрсдэл <com>
уутаар	уут <ins>
мөргөлчинд	мөргөлчин <dat>
мөчлөгт	мөчлөг <dat>
атгаас	атга <abl>
нийлгээр	нийлэг <ins>
цондонгоор	цондон <ins>
бадмаарагтай	бадмаараг <com>
бэхээс	бэх <abl>
удамшлаа	удамшил <voc>
өөдсөө	өөдөс <voc>
зэрэглээний	зэрэглээ <gen>
фокустай	фокус <com>
хонийг	хонь <acc>
урлалаас	урлал <abl>
зүлгүүрийг	зүлгүүр <acc>
курсээ	курс <voc>
хямдралыг	хямдрал <acc>
тасралтай	тасрал <com>
бэхжилттэй	бэхжилт <com>
бохитой	бохь <com>
шүүмжээ	шүүмж <voc>
шумбагчаа	шумбагч <voc>
чимгээс	чимэг <abl>
гуйлгачинд	гуйлгачин <dat>
уцаараа	уцаар <voc>
орлогчоо	орлогч <voc>
шүүгээнд	шүүгээ <dat>
ангиар	анги <ins>
тонуултай	тонуул <com>
амраас	амар <abl>
хөвөнг	хөвөн <acc>
ялгаруулалтыг	ялгаруулалт <acc>
майхнаас	майхан <abl>
хязгаарлалын	хязгаарлал <gen>
тасалбараа	тасалбар <voc>
холбоостой	холбоос <com>
талхны	талх <gen>
авгалдайн	авгалдай <gen>
эргүүлээ	эргүүл <voc>
мэтгэлцээнээ	мэтгэлцээн <voc>
моринд	морь <dat>
бодролоор	бодрол <ins>
цааснаас	цаас <abl>
таслалтаас	таслалт <abl>
өндгөвчтэй	өндгөвч <com>
болзлоос	болзол <abl>
ачааны	ачаа <gen>
урхинаас	урхи <abl>
суултуурыг	суултуур <acc>
байшинд	байшин <dat>
унагаар	унага <ins>
магадлалыг	магадлал <acc>
ааваас	аавынх <abl>
шалтгаанаа	шалтгаан <voc>
өтөнд	өт <dat>
шүлтэд	шүлт <dat>
жорлонтой	жорлон <com>
царайгаар	царай <ins>
авсаар	авс <ins>
хөршөөр	хөрш <ins>
гэрэлтүүлэгт	гэрэлтүүлэг <dat>
шүүгээгээр	шүүгээ <ins>
агааржуулагчаар	агааржуулагч <ins>
ангилалтаар	ангилалт <ins>
биелэлд	биелэл <dat>
зогсоолд	зогсоол <dat>
совинтой	совин <com>
булчингаа	булчин <voc>
сувгийг	суваг <acc>
цэцэрлэгт	цэцэрлэг <dat>
ёгтлолоор	ёгтлол <ins>
бутнаас	бут <abl>
тэмдэглэгээг	тэмдэглэгээ <acc>
ферментийг	фермент <acc>
түрээслэгчийг	түрээслэгч <acc>
ялагдлаа	ялагдал <voc>
бонусын	бонус <gen>
замыг	зам <acc>
тоглолтыг	тоглолт <acc>
шийдвэрийг	шийдвэр <acc>
үгтэй	үг <com>
зөвлөгөөтэй	зөвлөгөө <com>
прокуророос	прокурор <abl>
хайлшны	хайлш <gen>
талийгчийн	талийгч <gen>
тоормосноос	тоормос <abl>
аммиакийн	аммиак <gen>
буурцгаас	буурцаг <abl>
чөтгөртэй	чөтгөр <com>
обойд	обой <dat>
долгионы	долгион <gen>
үсэглэлд	үсэглэл <dat>
галзуурлаар	галзуурал <ins>
торгуулиас	торгууль <abl>
цуглуулагчийг	цуглуулагч <acc>
шаврын	шавар <gen>
босготой	босго <com>
шугуйгаа	шугуй <voc>
хаалттай	хаалт <com>
мөнхөө	мөнх <voc>
аммиакаа	аммиак <voc>
хөлөгтэй	хөлөг <com>
жишигтэй	жишиг <com>
ялагчид	ялагч <dat>
эзэмшигчийг	эзэмшигч <acc>
сорилгоор	сорилго <ins>
шуудайгаа	шуудай <voc>
ахлагчаас	ахлагч <abl>
гахиурын	гахиур <gen>
холбоосоо	холбоос <voc>
тахлаар	тахал <ins>
холбоосноос	холбоос <abl>
ажилтнаа	ажилтан <voc>
унжлагад	унжлага <dat>
хянагчтай	хянагч <com>
дамрыг	дамар <acc>
авианд	авиа <dat>
гаслангаа	гаслан <voc>
чимхүүртэй	чимхүүр <com>
цэцэрлэгийн	цэцэрлэг <gen>
сэдэгчтэй	сэдэгч <com>
утааг	утаа <acc>
үерхэлд	үерхэл <dat>
жанжнаа	жанжин <voc>
эмийн	эм <gen>
хөнгөлөлтийн	хөнгөлөлт <gen>
сэтгүүлчээс	сэтгүүлч <abl>
хулуутай	хулуу <com>
довцгоо	довцог <voc>
гагнуурчнаа	гагнуурчин <voc>
мөргөлчнийг	мөргөлчин <acc>
зарлагаа	зарлага <voc>
чөмөгний	чөмөг <gen>
цэнэглэгчээс	цэнэглэгч <abl>
анчныг	анчин <acc>
хүслэнгээс	хүслэн <abl>
гуалинтай	гуалин <com>
ёжлолтой	ёжлол <com>
өтний	өт <gen>
даяанаас	даяан <abl>
хоньчинтой	хоньчин <com>
хүндэд	хүнд <dat>
утаанд	утаа <dat>
автомашинд	автомашин <dat>
зугтлагыг	зугтлага <acc>
гялгараас	гялгар <abl>
нягтшилыг	нягтшил <acc>
бөгжнөөс	бөгж <abl>
хэвлийгээр	хэвлий <ins>
амьсгалд	амьсгал <dat>
бөгжийг	бөгж <acc>
харамслаар	харамсал <ins>
сонгиноо	сонгино <voc>
баяслын	баясал <gen>
гарцын	гарц <gen>
хүүхэлдэйд	хүүхэлдэй <dat>
арины	ари <gen>
тохуурхлын	тохуурхал <gen>
тэнцэтгэлийг	тэнцэтгэл <acc>
цаазыг	цааз <acc>
сэжигт	сэжиг <dat>
аалзны	аалз <gen>
дээврээс	дээвэр <abl>
дайчилгаанд	дайчилгаа <dat>
гарзнаас	гарз <abl>
компьютерыг	компьютер <acc>
гуйлтыг	гуйлт <acc>
зарлагыг	зарлага <acc>
тогтворын	тогтвор <gen>
урцны	урц <gen>
чөлөөлөлтөөс	чөлөөлөлт <abl>
бачимдалд	бачимдал <dat>
тактикт	тактик <dat>
бяслагаас	бяслаг <abl>
хашилтаа	хашилт <voc>
шууданчийн	шууданч <gen>
дуализмаар	дуализм <ins>
өдөө	өд <voc>
зусланд	зуслан <dat>
дэгдэлтээ	дэгдэлт <voc>
төмсгийг	төмсөг <acc>
дүгнэлтээр	дүгнэлт <ins>
хөлд	хөл <dat>
өтийг	өт <acc>
гэрт	гэр <dat>
дэлээр	дэл <ins>
дуудлагад	дуудлага <dat>
шүүдрийн	шүүдэр <gen>
салбарыг	салбар <acc>
харамслын	харамсал <gen>
болзоогоо	болзоо <voc>
найрамдалтай	найрамдал <com>
боргионы	боргио <gen>
булшаар	булш <ins>
нумыг	нум <acc>
зааварчилгааны	зааварчилгаа <gen>
бөөгнөрөлд	бөөгнөрөл <dat>
бугын	буга <gen>
залгаварт	залгавар <dat>
хучилтын	хучилт <gen>
өчгийн	өчиг <gen>
байршилтай	байршил <com>
хямралаас	хямрал <abl>
фашизмтай	фашизм <com>
оролдлогод	оролдлого <dat>
хэрчмээр	хэрчим <ins>
илгээгчид	илгээгч <dat>
